* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
11333, none, minecraft:windswept_hills, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
11334, none, minecraft:windswept_hills, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
11335, none, minecraft:windswept_hills, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
11337, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
11338, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
11339, none, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
11340, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 10, 4, 4
11341, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 10, 4, 6
11342, none, minecraft:windswept_hills, CREATURE, minecraft:goat, 10, 1, 1
11343, none, minecraft:windswept_hills, CREATURE, mythicmounts:firebird, 10, 1, 1
11344, none, minecraft:windswept_hills, CREATURE, mythicmounts:griffon, 10, 1, 1
11345, none, minecraft:windswept_hills, CREATURE, iceandfire:hippogryph, 60, 1, 1
11346, none, minecraft:windswept_hills, CREATURE, terra_entity:bunny, 10, 1, 2
11347, none, minecraft:windswept_hills, CREATURE, terra_entity:squirrel, 10, 1, 2
11348, none, minecraft:windswept_hills, CREATURE, terra_entity:duck, 10, 1, 2
11349, none, minecraft:windswept_hills, CREATURE, terra_entity:bird, 10, 1, 2
11350, none, minecraft:windswept_hills, CREATURE, terra_entity:blue_jay, 10, 1, 2
11351, none, minecraft:windswept_hills, CREATURE, terra_entity:cardinal, 10, 1, 2
11352, none, minecraft:windswept_hills, CREATURE, mobz:brown_bear, 30, 2, 3
11353, none, minecraft:windswept_hills, CREATURE, mobz:dirty_boar, 10, 1, 3
11354, none, minecraft:windswept_hills, CREATURE, mobz:fiora, 10, 1, 1
11355, none, minecraft:windswept_hills, CREATURE, mobz:golden_chicken, 10, 1, 2
11356, none, minecraft:windswept_hills, CREATURE, mobz:katherine, 10, 1, 1
11357, none, minecraft:windswept_hills, CREATURE, mobz:wild_boar, 10, 2, 4
11358, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
11359, none, minecraft:windswept_hills, AMBIENT, terramity:blue_fairy, 10, 1, 2
11360, none, minecraft:windswept_hills, AMBIENT, ddenizens:boulder, 35, 1, 1
11361, none, minecraft:windswept_hills, AMBIENT, terramity:cave_gnome, 15, 1, 3
11362, none, minecraft:windswept_hills, AMBIENT, mythicmounts:dragon, 10, 1, 1
11363, none, minecraft:windswept_hills, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
11364, none, minecraft:windswept_hills, AMBIENT, terramity:green_fairy, 10, 2, 3
11365, none, minecraft:windswept_hills, AMBIENT, terramity:pink_fairy, 10, 1, 2
11366, none, minecraft:windswept_hills, AMBIENT, mobz:tiny_spider, 10, 1, 1
11367, none, minecraft:windswept_hills, AMBIENT, fantasyfauna:wisp, 60, 1, 2
11368, none, minecraft:windswept_hills, CREATURE, terra_entity:traveling_merchant, 10, 1, 1
11369, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
11370, none, minecraft:windswept_hills, WATER_CREATURE, world:hydra, 80, 1, 1
11371, none, minecraft:windswept_hills, WATER_CREATURE, world:kraken, 80, 1, 1
11372, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 80, 4, 4
11373, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 80, 4, 4
11374, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
11375, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
11376, savanna, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 80, 4, 4
11377, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
11378, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 20, 1, 4
11379, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 20, 1, 1
11380, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:abomination, 20, 1, 1
11381, savanna, minecraft:windswept_savanna, MONSTER, monsterplus:abyssologer, 10, 1, 1
11382, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:air_elemental, 15, 1, 2
11383, savanna, minecraft:windswept_savanna, MONSTER, knights:archer, 40, 2, 3
11384, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:axebeak, 10, 1, 2
11385, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:beholder, 10, 1, 1
11386, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:bloated, 10, 1, 1
11387, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
11388, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:cave_hunter, 12, 1, 1
11389, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
11390, savanna, minecraft:windswept_savanna, MONSTER, monsterplus:crystal_zombie, 80, 2, 7
11391, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
11392, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
11393, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:daemon, 10, 1, 1
11394, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:death_tyrant, 10, 1, 1
11395, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
11396, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:embersmog, 40, 1, 3
11397, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:event_spawn, 20, 1, 1
11398, savanna, minecraft:windswept_savanna, MONSTER, glorious_creatures:feral_pumpkin, 15, 1, 2
11399, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:fossilized_skeleton, 25, 1, 2
11400, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
11401, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
11402, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:gazer, 25, 1, 1
11403, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:ghoul, 25, 1, 1
11404, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:giant_spider, 10, 1, 1
11405, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
11406, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
11407, savanna, minecraft:windswept_savanna, MONSTER, monsterplus:glow_skeleton, 80, 1, 5
11408, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
11409, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:graven, 36, 3, 5
11410, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:headless, 40, 1, 1
11411, savanna, minecraft:windswept_savanna, MONSTER, knights:heavyknight, 40, 1, 1
11412, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:iron_skeleton, 15, 1, 1
11413, savanna, minecraft:windswept_savanna, MONSTER, knights:knight, 50, 3, 5
11414, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
11415, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:magma_skeleton, 40, 1, 1
11416, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:miststalker, 40, 1, 1
11417, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:harpy, 60, 1, 2
11418, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:black_slime, 80, 1, 3
11419, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:cave_bat, 80, 1, 2
11420, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:giant_shelly, 60, 1, 1
11421, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:giant_worm, 60, 1, 1
11422, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
11423, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:nymph, 10, 1, 1
11424, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:pink_slime, 10, 1, 1
11425, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:purple_slime, 30, 1, 3
11426, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:red_slime, 80, 1, 2
11427, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:yellow_slime, 80, 1, 2
11428, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:demon_eye, 65, 1, 2
11429, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:flying_fish, 60, 1, 2
11430, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
11431, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
11432, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:big_bones, 40, 1, 2
11433, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:short_bones, 40, 1, 2
11434, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:anger_bones, 40, 1, 2
11435, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
11436, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:cursed_skull, 15, 1, 1
11437, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:dark_caster, 20, 1, 1
11438, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:dirtscorpion, 10, 1, 3
11439, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:cavescorpion, 50, 1, 3
11440, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:horsemob, 10, 1, 3
11441, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
11442, savanna, minecraft:windswept_savanna, MONSTER, fantasyfauna:mushcap_glowing, 50, 2, 4
11443, savanna, minecraft:windswept_savanna, MONSTER, knights:noble, 50, 1, 1
11444, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:orc, 35, 1, 1
11445, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:ore_drill, 32, 1, 1
11446, savanna, minecraft:windswept_savanna, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
11447, savanna, minecraft:windswept_savanna, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
11448, savanna, minecraft:windswept_savanna, MONSTER, mobz:tank_zombie, 10, 1, 1
11449, savanna, minecraft:windswept_savanna, MONSTER, knights:peasant, 60, 2, 3
11450, savanna, minecraft:windswept_savanna, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
11451, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
11452, savanna, minecraft:windswept_savanna, MONSTER, glorious_creatures:psychic_anomaly, 20, 1, 1
11453, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:scallop, 50, 1, 2
11454, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:shadow, 30, 1, 1
11455, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
11456, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:shadowlord, 15, 1, 1
11457, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
11458, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:solscarab_maximus, 10, 1, 1
11459, savanna, minecraft:windswept_savanna, MONSTER, mobz:armored_zombie, 70, 1, 1
11460, savanna, minecraft:windswept_savanna, MONSTER, mobz:blue_spider, 20, 2, 3
11461, savanna, minecraft:windswept_savanna, MONSTER, mobz:bowman, 50, 1, 2
11462, savanna, minecraft:windswept_savanna, MONSTER, mobz:dwarf, 10, 1, 1
11463, savanna, minecraft:windswept_savanna, MONSTER, mobz:fast_zombie, 70, 1, 1
11464, savanna, minecraft:windswept_savanna, MONSTER, mobz:honey_slime, 10, 1, 1
11465, savanna, minecraft:windswept_savanna, MONSTER, mobz:iron_steve, 30, 1, 1
11466, savanna, minecraft:windswept_savanna, MONSTER, mobz:lost_skeleton, 70, 1, 1
11467, savanna, minecraft:windswept_savanna, MONSTER, mobz:overgrown_skeleton, 15, 2, 4
11468, savanna, minecraft:windswept_savanna, MONSTER, mobz:purple_spider, 15, 1, 4
11469, savanna, minecraft:windswept_savanna, MONSTER, mobz:tank_zombie, 30, 1, 2
11470, savanna, minecraft:windswept_savanna, MONSTER, mobz:templar, 40, 1, 1
11471, savanna, minecraft:windswept_savanna, MONSTER, mobz:warrior, 10, 1, 2
11472, savanna, minecraft:windswept_savanna, MONSTER, mobz:zombie_mage, 70, 1, 1
11473, savanna, minecraft:windswept_savanna, MONSTER, minecraft:cave_spider, 50, 4, 4
11474, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:endercreeper, 10, 1, 4
11475, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:spectator, 25, 1, 1
11476, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:spiderling, 10, 5, 8
11477, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:steelboar, 10, 1, 1
11478, savanna, minecraft:windswept_savanna, MONSTER, threateningly_mobs:tall_mouse, 14, 1, 1
11479, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
11480, savanna, minecraft:windswept_savanna, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
11481, savanna, minecraft:windswept_savanna, MONSTER, terramity:uvogre, 10, 1, 1
11482, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:void_elemental, 40, 1, 1
11483, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:water_elemental, 20, 1, 2
11484, savanna, minecraft:windswept_savanna, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
11485, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:desert_slime, 60, 1, 3
11486, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:giantskeleton, 70, 1, 1
11487, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:griever, 30, 1, 1
11488, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:biggolem, 20, 1, 1
11489, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:prismaw, 30, 1, 1
11490, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11491, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11492, savanna, minecraft:windswept_savanna, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
11493, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:green_slime, 60, 1, 3
11495, savanna, minecraft:windswept_savanna, MONSTER, mobz:small_zombie, 70, 1, 1
11496, savanna, minecraft:windswept_savanna, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
11497, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
11498, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
11499, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
11500, savanna, minecraft:windswept_savanna, MONSTER, wrd:dirty_skeleton, 40, 1, 1
11501, savanna, minecraft:windswept_savanna, MONSTER, majruszsdifficulty:giant, 50, 1, 1
11502, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:minigolem, 40, 1, 1
11504, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:darkmanticore, 50, 1, 1
11505, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
11506, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:evil_slime, 80, 1, 3
11507, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:peeper, 5, 1, 1
11508, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:blue_slime, 50, 1, 3
11509, savanna, minecraft:windswept_savanna, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
11510, savanna, minecraft:windswept_savanna, MONSTER, wrd:buff_zombie, 10, 1, 1
11511, savanna, minecraft:windswept_savanna, MONSTER, terramity:elite_skeleton, 10, 1, 1
11512, savanna, minecraft:windswept_savanna, MONSTER, mocreatures:silverskeleton, 70, 1, 1
11513, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:carcass, 30, 1, 1
11514, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
11515, savanna, minecraft:windswept_savanna, MONSTER, iter_rpg:fiend, 60, 1, 1
11518, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:crimson_slime, 15, 1, 3
11519, savanna, minecraft:windswept_savanna, MONSTER, mobz:bigboss, 50, 1, 1
11520, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
11521, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
11522, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:knightskeleton, 70, 1, 1
11523, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
11524, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
11525, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:brutezombie, 70, 1, 1
11526, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:plaguezombie, 70, 1, 1
11528, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:fishingzombie, 70, 1, 1
11529, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:hungryzombie, 70, 1, 1
11530, savanna, minecraft:windswept_savanna, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
11531, savanna, minecraft:windswept_savanna, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
11532, savanna, minecraft:windswept_savanna, MONSTER, specialmobs:minicreeper, 40, 1, 1
11533, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
11534, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
11535, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
11536, savanna, minecraft:windswept_savanna, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
11538, savanna, minecraft:windswept_savanna, MONSTER, wrd:antlion, 70, 1, 1
11539, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:antlion_swarmer, 70, 1, 1
11540, savanna, minecraft:windswept_savanna, MONSTER, terra_entity:giant_antlion_swarmer, 70, 1, 1
11541, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11542, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11543, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11544, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11545, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11546, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 1, 1
11547, savanna, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
11548, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
11549, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
11550, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 10, 4, 4
11551, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
11552, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
11553, savanna, minecraft:windswept_savanna, CREATURE, world:appleent, 80, 1, 1
11554, savanna, minecraft:windswept_savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
11555, savanna, minecraft:windswept_savanna, CREATURE, threateningly_mobs:flame_horn_re, 10, 1, 2
11556, savanna, minecraft:windswept_savanna, CREATURE, iceandfire:cockatrice, 40, 1, 2
11557, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:bunny, 10, 1, 2
11558, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:squirrel, 10, 1, 2
11559, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:duck, 10, 1, 2
11560, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:bird, 10, 1, 2
11561, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:blue_jay, 10, 1, 2
11562, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:cardinal, 10, 1, 2
11563, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:wildhorse, 12, 1, 4
11564, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:lion, 10, 1, 3
11565, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:leopard, 10, 1, 2
11566, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:elephant, 10, 1, 2
11567, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:ostrich, 10, 1, 1
11568, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:komododragon, 12, 1, 2
11569, savanna, minecraft:windswept_savanna, CREATURE, mocreatures:filchlizard, 10, 1, 2
11570, savanna, minecraft:windswept_savanna, CREATURE, mobz:brown_bear, 30, 2, 3
11571, savanna, minecraft:windswept_savanna, CREATURE, mobz:dirty_boar, 10, 1, 3
11572, savanna, minecraft:windswept_savanna, CREATURE, mobz:fiora, 10, 1, 1
11573, savanna, minecraft:windswept_savanna, CREATURE, mobz:golden_chicken, 10, 1, 2
11574, savanna, minecraft:windswept_savanna, CREATURE, mobz:katherine, 10, 1, 1
11575, savanna, minecraft:windswept_savanna, CREATURE, mobz:wild_boar, 10, 2, 4
11576, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
11577, savanna, minecraft:windswept_savanna, AMBIENT, terramity:blue_fairy, 10, 1, 2
11578, savanna, minecraft:windswept_savanna, AMBIENT, ddenizens:boulder, 35, 1, 1
11579, savanna, minecraft:windswept_savanna, AMBIENT, terramity:cave_gnome, 15, 1, 3
11580, savanna, minecraft:windswept_savanna, AMBIENT, mythicmounts:dragon, 10, 1, 1
11581, savanna, minecraft:windswept_savanna, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
11582, savanna, minecraft:windswept_savanna, AMBIENT, terramity:green_fairy, 10, 2, 3
11583, savanna, minecraft:windswept_savanna, AMBIENT, mocreatures:bee, 10, 1, 2
11584, savanna, minecraft:windswept_savanna, AMBIENT, mocreatures:roach, 10, 1, 2
11585, savanna, minecraft:windswept_savanna, AMBIENT, mocreatures:butterfly, 12, 1, 4
11586, savanna, minecraft:windswept_savanna, AMBIENT, mocreatures:ant, 12, 1, 4
11587, savanna, minecraft:windswept_savanna, AMBIENT, mocreatures:grasshopper, 10, 1, 2
11588, savanna, minecraft:windswept_savanna, AMBIENT, terramity:pink_fairy, 10, 1, 2
11589, savanna, minecraft:windswept_savanna, AMBIENT, mobz:tiny_spider, 10, 1, 1
11590, savanna, minecraft:windswept_savanna, CREATURE, terra_entity:traveling_merchant, 10, 1, 1
11591, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
11592, savanna, minecraft:windswept_savanna, WATER_CREATURE, world:hydra, 80, 1, 1
11593, savanna, minecraft:windswept_savanna, WATER_CREATURE, world:kraken, 80, 1, 1
11594, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
11595, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
11596, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
11597, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
11598, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
11599, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
11600, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 20, 1, 4
11601, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 20, 1, 1
11602, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:abomination, 20, 1, 1
11603, badlands, minecraft:wooded_badlands, MONSTER, monsterplus:abyssologer, 10, 1, 1
11604, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:air_elemental, 15, 1, 2
11605, badlands, minecraft:wooded_badlands, MONSTER, knights:archer, 40, 2, 3
11606, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:armor_desert, 60, 1, 1
11607, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:axebeak, 10, 1, 2
11608, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:basalt_wyvern, 10, 1, 1
11609, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:beholder, 10, 1, 1
11610, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:bloated, 10, 1, 1
11611, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
11612, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:cave_hunter, 12, 1, 1
11613, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
11614, badlands, minecraft:wooded_badlands, MONSTER, monsterplus:crystal_zombie, 80, 2, 7
11615, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
11616, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
11617, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:daemon, 10, 1, 1
11618, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:death_tyrant, 10, 1, 1
11619, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:dracoscorpius, 40, 1, 2
11620, badlands, minecraft:wooded_badlands, MONSTER, terramity:duskrok, 10, 1, 1
11621, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
11622, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:embersmog, 40, 1, 3
11623, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:event_spawn, 20, 1, 1
11624, badlands, minecraft:wooded_badlands, MONSTER, threateningly_mobs:ferox_death_worm, 10, 1, 1
11625, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:fossilized_skeleton, 25, 1, 2
11626, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
11627, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
11628, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:gazer, 25, 1, 1
11629, badlands, minecraft:wooded_badlands, MONSTER, ddenizens:ghoul, 25, 1, 1
11630, badlands, minecraft:wooded_badlands, MONSTER, iter_rpg:giant_spider, 10, 1, 1
11631, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:gilded_zombie, 55, 1, 3
11632, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
11633, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
11634, badlands, minecraft:wooded_badlands, MONSTER, monsterplus:glow_skeleton, 80, 1, 5
11635, badlands, minecraft:wooded_badlands, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
